customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,estimated_clv,subscription_score,loyalty_score,customer_value_tier,purchase_norm,review_norm,previous_purchase_norm,subscription_numeric,customer_health_score,health_status,cluster,customer_segment
3488,25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Store Pickup,No,39,Bank Transfer,Annually,Young Adult,365,960,0,39,Silver,0.050000000000000044,0.15999999999999992,0.7755102040816325,0,28.47,At Risk,3,Loyal Customers
3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,7,Cash,Quarterly,Senior,90,216,0,7,Bronze,0.08750000000000002,0.9600000000000002,0.12244897959183673,0,26.37,At Risk,0,At-Risk Customers
3490,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,2-Day Shipping,No,32,PayPal,Every 3 Months,Middle-aged,90,858,0,32,Silver,0.07500000000000001,0.8399999999999999,0.6326530612244897,0,38.78,At Risk,3,Loyal Customers
3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Store Pickup,No,43,Credit Card,Quarterly,Senior,90,3608,0,43,Premium,0.7750000000000001,0.44000000000000017,0.8571428571428571,0,65.51,Healthy,2,Premium Customers
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Express,No,15,Cash,Monthly,Young Adult,30,448,0,15,Bronze,0.10000000000000003,0.72,0.28571428571428564,0,26.97,At Risk,0,At-Risk Customers
3493,48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,Standard,No,48,Bank Transfer,Annually,Middle-aged,365,3185,0,48,Premium,0.5625,0.8399999999999999,0.9591836734693877,0,68.08,Healthy,2,Premium Customers
3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Store Pickup,No,35,Credit Card,Weekly,Middle-aged,7,2952,0,35,Premium,0.7750000000000001,0.8800000000000001,0.693877551020408,0,69.42,Healthy,2,Premium Customers
3495,62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Free Shipping,No,41,PayPal,Quarterly,Senior,90,1596,0,41,Gold,0.22500000000000003,0.40000000000000013,0.8163265306122448,0,41.49,Average,3,Loyal Customers
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Free Shipping,No,14,Cash,Weekly,Young Adult,7,495,0,14,Bronze,0.16250000000000003,0.11999999999999988,0.26530612244897955,0,16.86,At Risk,0,At-Risk Customers
3497,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Free Shipping,No,22,PayPal,Monthly,Adult,30,874,0,22,Silver,0.22500000000000003,0.6000000000000001,0.4285714285714285,0,33.86,At Risk,0,At-Risk Customers
3498,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,16,Venmo,Every 3 Months,Adult,90,816,0,16,Silver,0.3500000000000001,0.72,0.3061224489795918,0,37.58,At Risk,0,At-Risk Customers
3499,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,2,Bank Transfer,Bi-Weekly,Middle-aged,14,105,0,2,Bronze,0.1875,0.52,0.02040816326530612,0,18.51,At Risk,0,At-Risk Customers
3500,22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Next Day Air,No,13,PayPal,Every 3 Months,Young Adult,90,406,0,13,Bronze,0.11250000000000004,0.20000000000000018,0.24489795918367344,0,15.85,At Risk,0,At-Risk Customers
3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Next Day Air,No,38,Debit Card,Fortnightly,Adult,14,1872,0,38,Gold,0.3500000000000001,0.8399999999999999,0.7551020408163265,0,53.45,Average,3,Loyal Customers
3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Standard,No,43,Bank Transfer,Weekly,Middle-aged,7,3828,0,43,Premium,0.8375000000000001,0.9199999999999999,0.8571428571428571,0,77.61,Healthy,2,Premium Customers
3503,31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Next Day Air,No,26,Bank Transfer,Quarterly,Young Adult,90,1674,0,26,Gold,0.525,0.8800000000000001,0.510204081632653,0,53.91,Average,1,High-Spending Customers
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Free Shipping,No,39,Cash,Weekly,Young Adult,7,3840,0,39,Premium,0.9500000000000002,0.56,0.7755102040816325,0,72.47,Healthy,2,Premium Customers
3505,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Next Day Air,No,50,Venmo,Monthly,Senior,30,2091,0,50,Gold,0.26250000000000007,0.6000000000000001,1.0,0,52.5,Average,3,Loyal Customers
3506,48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,2-Day Shipping,No,40,Bank Transfer,Every 3 Months,Middle-aged,90,1722,0,40,Gold,0.275,0.4800000000000002,0.7959183673469387,0,44.48,Average,3,Loyal Customers
3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,2-Day Shipping,No,12,Cash,Fortnightly,Young Adult,14,741,0,12,Silver,0.4625,0.4800000000000002,0.22448979591836735,0,34.83,At Risk,0,At-Risk Customers
3508,46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Store Pickup,No,33,Credit Card,Every 3 Months,Middle-aged,90,2210,0,33,Gold,0.5625,0.6800000000000002,0.6530612244897959,0,55.69,Average,2,Premium Customers
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Standard,No,49,Bank Transfer,Weekly,Middle-aged,7,2700,0,49,Premium,0.42500000000000004,0.8800000000000001,0.9795918367346937,0,63.99,Healthy,2,Premium Customers
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Next Day Air,No,43,Venmo,Bi-Weekly,Middle-aged,14,968,0,43,Silver,0.025000000000000022,0.72,0.8571428571428571,0,41.11,Average,3,Loyal Customers
3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,2-Day Shipping,No,14,Venmo,Monthly,Middle-aged,30,1440,0,14,Gold,0.9500000000000002,0.9600000000000002,0.26530612244897955,0,65.16,Healthy,1,High-Spending Customers
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,2-Day Shipping,No,21,Credit Card,Every 3 Months,Senior,90,1782,0,21,Gold,0.7625,0.56,0.4081632653061224,0,53.94,Average,1,High-Spending Customers
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Free Shipping,No,31,Debit Card,Quarterly,Adult,90,1472,0,31,Gold,0.32500000000000007,0.3600000000000001,0.6122448979591836,0,38.57,At Risk,3,Loyal Customers
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,29,Credit Card,Fortnightly,Young Adult,14,2220,0,29,Gold,0.675,0.6800000000000002,0.5714285714285714,0,57.74,Average,2,Premium Customers
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Express,No,32,Cash,Monthly,Young Adult,30,1650,0,32,Gold,0.375,0.8800000000000001,0.6326530612244897,0,51.58,Average,3,Loyal Customers
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,Next Day Air,No,16,Debit Card,Bi-Weekly,Young Adult,14,1360,0,16,Gold,0.75,0.6000000000000001,0.3061224489795918,0,51.18,Average,1,High-Spending Customers
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Free Shipping,No,38,PayPal,Bi-Weekly,Adult,14,2184,0,38,Gold,0.45000000000000007,0.6000000000000001,0.7551020408163265,0,52.65,Average,3,Loyal Customers
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Next Day Air,No,34,Debit Card,Every 3 Months,Young Adult,90,2415,0,34,Premium,0.6125,0.2400000000000002,0.673469387755102,0,49.5,Average,3,Loyal Customers
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Standard,No,30,PayPal,Quarterly,Middle-aged,90,3007,0,30,Premium,0.9625000000000001,0.6800000000000002,0.5918367346938774,0,69.86,Healthy,2,Premium Customers
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Next Day Air,No,14,Bank Transfer,Fortnightly,Young Adult,14,990,0,14,Silver,0.5750000000000001,0.4800000000000002,0.26530612244897955,0,40.56,Average,1,High-Spending Customers
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,Express,No,33,Bank Transfer,Monthly,Adult,30,2380,0,33,Premium,0.625,0.2400000000000002,0.6530612244897959,0,49.39,Average,3,Loyal Customers
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Store Pickup,No,35,Venmo,Weekly,Middle-aged,7,1800,0,35,Gold,0.375,0.4800000000000002,0.693877551020408,0,45.42,Average,3,Loyal Customers
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,13,Cash,Quarterly,Young Adult,90,1190,0,13,Silver,0.8125,0.28000000000000025,0.24489795918367344,0,45.45,Average,1,High-Spending Customers
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,Standard,No,30,Cash,Fortnightly,Middle-aged,14,1829,0,30,Gold,0.48750000000000004,0.11999999999999988,0.5918367346938774,0,39.66,At Risk,3,Loyal Customers
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,30,Credit Card,Monthly,Senior,30,2294,0,30,Premium,0.675,0.15999999999999992,0.5918367346938774,0,47.96,Average,3,Loyal Customers
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,Standard,No,47,Bank Transfer,Annually,Middle-aged,365,1824,0,47,Gold,0.22500000000000003,0.40000000000000013,0.9387755102040816,0,45.16,Average,3,Loyal Customers
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,Express,No,1,PayPal,Every 3 Months,Young Adult,90,198,0,1,Bronze,0.9875,0.52,0.0,0,49.9,Average,1,High-Spending Customers
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Free Shipping,No,1,Cash,Weekly,Young Adult,7,194,0,1,Bronze,0.9625000000000001,0.8800000000000001,0.0,0,56.1,Average,1,High-Spending Customers
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,33,PayPal,Annually,Adult,365,2278,0,33,Gold,0.5875,0.8,0.6530612244897959,0,59.09,Average,2,Premium Customers
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,43,Bank Transfer,Weekly,Middle-aged,7,880,0,43,Silver,0.0,0.56,0.8571428571428571,0,36.91,At Risk,3,Loyal Customers
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,37,PayPal,Weekly,Senior,7,1710,0,37,Gold,0.3125,0.3600000000000001,0.7346938775510203,0,41.74,Average,3,Loyal Customers
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,23,Cash,Quarterly,Middle-aged,90,1248,0,23,Silver,0.4,0.8399999999999999,0.44897959183673464,0,46.27,Average,1,High-Spending Customers
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Standard,No,12,Credit Card,Annually,Senior,365,884,0,12,Silver,0.6000000000000001,0.8399999999999999,0.22448979591836735,0,47.53,Average,1,High-Spending Customers
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Standard,No,30,Venmo,Fortnightly,Middle-aged,14,3038,0,30,Premium,0.9750000000000001,0.8800000000000001,0.5918367346938774,0,74.36,Healthy,2,Premium Customers
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Express,No,7,Cash,Weekly,Senior,7,664,0,7,Silver,0.7875000000000001,0.28000000000000025,0.12244897959183673,0,40.77,Average,1,High-Spending Customers
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Express,No,20,Debit Card,Monthly,Senior,30,1071,0,20,Silver,0.38750000000000007,1.0,0.38775510204081626,0,47.13,Average,1,High-Spending Customers
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Express,No,10,Venmo,Monthly,Middle-aged,30,231,0,10,Bronze,0.012500000000000011,0.8,0.18367346938775508,0,22.01,At Risk,0,At-Risk Customers
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Standard,No,40,Credit Card,Every 3 Months,Middle-aged,90,3772,0,40,Premium,0.9000000000000001,0.40000000000000013,0.7959183673469387,0,67.88,Healthy,2,Premium Customers
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Store Pickup,No,21,Venmo,Monthly,Middle-aged,30,1386,0,21,Gold,0.5375000000000001,0.8,0.4081632653061224,0,49.74,Average,1,High-Spending Customers
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Express,No,17,Credit Card,Bi-Weekly,Young Adult,14,1008,0,17,Silver,0.45000000000000007,0.28000000000000025,0.32653061224489793,0,33.4,At Risk,0,At-Risk Customers
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Free Shipping,No,5,Bank Transfer,Weekly,Young Adult,7,570,0,5,Bronze,0.9375,0.8399999999999999,0.08163265306122448,0,56.75,Average,1,High-Spending Customers
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Next Day Air,No,22,PayPal,Annually,Senior,365,1518,0,22,Gold,0.5750000000000001,0.6000000000000001,0.4285714285714285,0,47.86,Average,1,High-Spending Customers
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Express,No,5,Venmo,Weekly,Senior,7,168,0,5,Bronze,0.10000000000000003,0.6800000000000002,0.08163265306122448,0,20.05,At Risk,0,At-Risk Customers
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Standard,No,18,PayPal,Every 3 Months,Senior,90,1577,0,18,Gold,0.7875000000000001,0.6399999999999999,0.346938775510204,0,54.71,Average,1,High-Spending Customers
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,42,Cash,Every 3 Months,Senior,90,2365,0,42,Premium,0.4375,0.44000000000000017,0.836734693877551,0,51.4,Average,3,Loyal Customers
3546,48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,2-Day Shipping,No,22,Debit Card,Annually,Middle-aged,365,644,0,22,Bronze,0.10000000000000003,0.4800000000000002,0.4285714285714285,0,26.46,At Risk,0,At-Risk Customers
3547,60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Free Shipping,No,37,Bank Transfer,Bi-Weekly,Senior,14,3002,0,37,Premium,0.7375,0.44000000000000017,0.7346938775510203,0,60.34,Healthy,2,Premium Customers
3548,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Standard,No,23,Credit Card,Annually,Middle-aged,365,744,0,23,Silver,0.1375,0.52,0.44897959183673464,0,29.37,At Risk,0,At-Risk Customers
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Standard,No,47,Debit Card,Fortnightly,Senior,14,1776,0,47,Gold,0.21250000000000002,0.20000000000000018,0.9387755102040816,0,40.66,Average,3,Loyal Customers
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,2-Day Shipping,No,11,Bank Transfer,Fortnightly,Adult,14,408,0,11,Bronze,0.17500000000000004,0.3600000000000001,0.2040816326530612,0,20.32,At Risk,0,At-Risk Customers
3551,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Standard,No,32,Cash,Weekly,Senior,7,2442,0,32,Premium,0.675,0.9199999999999999,0.6326530612244897,0,64.38,Healthy,2,Premium Customers
3552,66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Store Pickup,No,20,Venmo,Weekly,Senior,7,651,0,20,Bronze,0.1375,0.040000000000000036,0.38775510204081626,0,17.93,At Risk,0,At-Risk Customers
3553,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Next Day Air,No,3,PayPal,Quarterly,Young Adult,90,264,0,3,Bronze,0.5750000000000001,0.15999999999999992,0.04081632653061225,0,27.42,At Risk,0,At-Risk Customers
3554,62,Female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Free Shipping,No,32,Bank Transfer,Weekly,Senior,7,3267,0,32,Premium,0.9875,0.9600000000000002,0.6326530612244897,0,77.68,Healthy,2,Premium Customers
3555,39,Female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Free Shipping,No,5,Credit Card,Fortnightly,Adult,14,330,0,5,Bronze,0.4375,1.0,0.08163265306122448,0,39.95,At Risk,1,High-Spending Customers
3556,25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,Next Day Air,No,45,Cash,Quarterly,Young Adult,90,1058,0,45,Silver,0.03750000000000003,0.8399999999999999,0.8979591836734693,0,45.24,Average,3,Loyal Customers
3557,70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Express,No,43,Cash,Bi-Weekly,Senior,14,3872,0,43,Premium,0.8500000000000001,0.6800000000000002,0.8571428571428571,0,73.31,Healthy,2,Premium Customers
3558,52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,Next Day Air,No,1,PayPal,Every 3 Months,Middle-aged,90,52,0,1,Bronze,0.07500000000000001,0.9600000000000002,0.0,0,22.2,At Risk,0,At-Risk Customers
3559,68,Female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Standard,No,9,Venmo,Quarterly,Senior,90,940,0,9,Silver,0.925,0.9199999999999999,0.16326530612244897,0,60.3,Healthy,1,High-Spending Customers
3560,18,Female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Next Day Air,No,13,Venmo,Every 3 Months,Young Adult,90,350,0,13,Bronze,0.0625,0.20000000000000018,0.24489795918367344,0,13.85,At Risk,0,At-Risk Customers
3561,18,Female,Socks,Clothing,96,Kansas,XL,Violet,Fall,3.5,No,Express,No,5,Credit Card,Annually,Young Adult,365,576,0,5,Bronze,0.9500000000000002,0.40000000000000013,0.08163265306122448,0,48.45,Average,1,High-Spending Customers
3562,63,Female,Sneakers,Footwear,29,North Carolina,L,Black,Spring,3.4,No,Standard,No,39,Credit Card,Fortnightly,Senior,14,1160,0,39,Silver,0.11250000000000004,0.3600000000000001,0.7755102040816325,0,34.97,At Risk,3,Loyal Customers
3563,47,Female,Sneakers,Footwear,36,Maryland,M,Cyan,Winter,3.4,No,Free Shipping,No,7,Bank Transfer,Weekly,Middle-aged,7,288,0,7,Bronze,0.2,0.3600000000000001,0.12244897959183673,0,18.87,At Risk,0,At-Risk Customers
3564,43,Female,Blouse,Clothing,90,Maine,M,Green,Summer,4.9,No,Standard,No,8,Credit Card,Every 3 Months,Adult,90,810,0,8,Silver,0.875,0.9600000000000002,0.14285714285714285,0,58.49,Average,1,High-Spending Customers
3565,60,Female,Gloves,Accessories,38,Illinois,S,Brown,Summer,4.4,No,Free Shipping,No,40,Venmo,Annually,Senior,365,1558,0,40,Gold,0.22500000000000003,0.7600000000000002,0.7959183673469387,0,48.08,Average,3,Loyal Customers
3566,49,Female,Handbag,Accessories,52,Pennsylvania,S,Gray,Spring,4.2,No,Store Pickup,No,35,PayPal,Monthly,Middle-aged,30,1872,0,35,Gold,0.4,0.6800000000000002,0.693877551020408,0,50.42,Average,3,Loyal Customers
3567,28,Female,Jeans,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Next Day Air,No,14,Venmo,Monthly,Young Adult,30,1320,0,14,Silver,0.8500000000000001,0.2400000000000002,0.26530612244897955,0,46.76,Average,1,High-Spending Customers
3568,32,Female,Scarf,Accessories,56,New Mexico,S,Silver,Summer,4.0,No,Next Day Air,No,26,Credit Card,Monthly,Adult,30,1512,0,26,Gold,0.45000000000000007,0.6000000000000001,0.510204081632653,0,45.31,Average,3,Loyal Customers
3569,29,Female,Sandals,Footwear,71,Arkansas,M,Purple,Spring,4.8,No,Next Day Air,No,14,PayPal,Quarterly,Young Adult,90,1065,0,14,Silver,0.6375000000000001,0.9199999999999999,0.26530612244897955,0,51.86,Average,1,High-Spending Customers
3570,35,Female,Sandals,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Express,No,9,Bank Transfer,Fortnightly,Adult,14,940,0,9,Silver,0.925,0.32000000000000006,0.16326530612244897,0,48.3,Average,1,High-Spending Customers
3571,23,Female,Dress,Clothing,97,Louisiana,XL,Teal,Winter,4.7,No,Standard,No,32,Debit Card,Annually,Young Adult,365,3201,0,32,Premium,0.9625000000000001,0.8800000000000001,0.6326530612244897,0,75.08,Healthy,2,Premium Customers
3572,70,Female,Skirt,Clothing,27,North Dakota,M,White,Summer,3.2,No,Standard,No,15,Bank Transfer,Every 3 Months,Senior,90,432,0,15,Bronze,0.08750000000000002,0.28000000000000025,0.28571428571428564,0,17.67,At Risk,0,At-Risk Customers
3573,23,Female,Shorts,Clothing,28,Rhode Island,M,Black,Spring,5.0,No,Standard,No,25,Credit Card,Monthly,Young Adult,30,728,0,25,Silver,0.10000000000000003,1.0,0.4897959183673469,0,38.69,At Risk,3,Loyal Customers
3574,43,Female,Jeans,Clothing,67,Connecticut,L,Maroon,Fall,4.9,No,Free Shipping,No,27,PayPal,Monthly,Adult,30,1876,0,27,Gold,0.5875,0.9600000000000002,0.5306122448979591,0,58.62,Average,1,High-Spending Customers
3575,29,Female,Socks,Clothing,70,New York,M,Cyan,Fall,4.9,No,Express,No,39,Bank Transfer,Quarterly,Young Adult,90,2800,0,39,Premium,0.625,0.9600000000000002,0.7755102040816325,0,67.47,Healthy,2,Premium Customers
3576,61,Female,Coat,Outerwear,95,Kentucky,M,Violet,Fall,3.7,No,Express,No,49,Venmo,Bi-Weekly,Senior,14,4750,0,49,Premium,0.9375,0.4800000000000002,0.9795918367346937,0,76.49,Healthy,2,Premium Customers
3577,29,Female,Boots,Footwear,24,Maine,L,Yellow,Spring,3.0,No,Express,No,12,Venmo,Bi-Weekly,Young Adult,14,312,0,12,Bronze,0.050000000000000044,0.20000000000000018,0.22448979591836735,0,12.73,At Risk,0,At-Risk Customers
3578,66,Female,Belt,Accessories,35,Missouri,S,Yellow,Winter,2.6,No,Standard,No,13,Bank Transfer,Weekly,Senior,7,490,0,13,Bronze,0.1875,0.040000000000000036,0.24489795918367344,0,15.65,At Risk,0,At-Risk Customers
3579,46,Female,Shoes,Footwear,22,Georgia,L,Olive,Winter,2.6,No,Standard,No,22,Bank Transfer,Quarterly,Middle-aged,90,506,0,22,Bronze,0.025000000000000022,0.040000000000000036,0.4285714285714285,0,14.66,At Risk,0,At-Risk Customers
3580,34,Female,Scarf,Accessories,66,Arizona,L,Olive,Fall,4.8,No,Standard,No,19,Credit Card,Every 3 Months,Adult,90,1320,0,19,Silver,0.5750000000000001,0.9199999999999999,0.36734693877551017,0,52.42,Average,1,High-Spending Customers
3581,51,Female,Blouse,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,No,2-Day Shipping,No,3,Cash,Bi-Weekly,Middle-aged,14,332,0,3,Bronze,0.7875000000000001,0.28000000000000025,0.04081632653061225,0,38.32,At Risk,1,High-Spending Customers
3582,26,Female,Dress,Clothing,95,Georgia,M,Orange,Fall,4.9,No,Next Day Air,No,50,Credit Card,Weekly,Young Adult,7,4845,0,50,Premium,0.9375,0.9600000000000002,1.0,0,86.7,Excellent,2,Premium Customers
3583,23,Female,Shorts,Clothing,41,California,S,Beige,Summer,3.4,No,2-Day Shipping,No,15,PayPal,Annually,Young Adult,365,656,0,15,Bronze,0.26250000000000007,0.3600000000000001,0.28571428571428564,0,26.27,At Risk,0,At-Risk Customers
3584,52,Female,Blouse,Clothing,77,Arizona,L,Brown,Summer,2.7,No,Store Pickup,No,44,Credit Card,Every 3 Months,Middle-aged,90,3465,0,44,Premium,0.7125,0.08000000000000007,0.8775510204081631,0,56.43,Average,2,Premium Customers
3585,39,Female,Sneakers,Footwear,52,Florida,L,Indigo,Fall,4.8,No,Express,No,48,Debit Card,Monthly,Adult,30,2548,0,48,Premium,0.4,0.9199999999999999,0.9591836734693877,0,63.18,Healthy,2,Premium Customers
3586,39,Female,Gloves,Accessories,41,New York,XL,Gray,Winter,4.1,No,Standard,No,4,Venmo,Bi-Weekly,Adult,14,205,0,4,Bronze,0.26250000000000007,0.6399999999999999,0.061224489795918366,0,25.14,At Risk,0,At-Risk Customers
3587,33,Female,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,No,Store Pickup,No,12,PayPal,Bi-Weekly,Adult,14,364,0,12,Bronze,0.10000000000000003,0.8399999999999999,0.22448979591836735,0,27.53,At Risk,0,At-Risk Customers
3588,33,Female,Sweater,Clothing,90,Virginia,S,Violet,Summer,4.4,No,Standard,No,33,Debit Card,Annually,Adult,365,3060,0,33,Premium,0.875,0.7600000000000002,0.6530612244897959,0,69.79,Healthy,2,Premium Customers
3589,23,Female,Sunglasses,Accessories,55,Michigan,M,Magenta,Spring,3.5,No,2-Day Shipping,No,40,Cash,Annually,Young Adult,365,2255,0,40,Gold,0.4375,0.40000000000000013,0.7959183673469387,0,49.38,Average,3,Loyal Customers
3590,31,Female,Belt,Accessories,73,New Hampshire,M,Blue,Spring,4.8,No,Next Day Air,No,38,Cash,Every 3 Months,Young Adult,90,2847,0,38,Premium,0.6625000000000001,0.9199999999999999,0.7551020408163265,0,67.55,Healthy,2,Premium Customers
3591,27,Female,Dress,Clothing,87,South Dakota,M,Gray,Fall,2.9,No,2-Day Shipping,No,19,Venmo,Every 3 Months,Young Adult,90,1740,0,19,Gold,0.8375000000000001,0.15999999999999992,0.36734693877551017,0,47.72,Average,1,High-Spending Customers
3592,48,Female,Jacket,Outerwear,89,South Dakota,M,Gold,Winter,3.2,No,2-Day Shipping,No,38,Bank Transfer,Quarterly,Middle-aged,90,3471,0,38,Premium,0.8625,0.28000000000000025,0.7551020408163265,0,62.75,Healthy,2,Premium Customers
3593,61,Female,Boots,Footwear,82,New Jersey,L,Lavender,Spring,4.4,No,2-Day Shipping,No,18,Venmo,Fortnightly,Senior,14,1558,0,18,Gold,0.7750000000000001,0.7600000000000002,0.346938775510204,0,56.61,Average,1,High-Spending Customers
3594,63,Female,Sandals,Footwear,80,Wyoming,M,Black,Spring,4.6,No,Next Day Air,No,24,PayPal,Monthly,Senior,30,2000,0,24,Gold,0.75,0.8399999999999999,0.4693877551020408,0,60.88,Healthy,1,High-Spending Customers
3595,19,Female,Scarf,Accessories,87,Alabama,L,Charcoal,Summer,2.6,No,2-Day Shipping,No,29,Venmo,Quarterly,Young Adult,90,2610,0,29,Premium,0.8375000000000001,0.040000000000000036,0.5714285714285714,0,51.44,Average,2,Premium Customers
3596,21,Female,Blouse,Clothing,41,South Dakota,M,Violet,Spring,3.1,No,Store Pickup,No,14,PayPal,Annually,Young Adult,365,615,0,14,Bronze,0.26250000000000007,0.2400000000000002,0.26530612244897955,0,23.26,At Risk,0,At-Risk Customers
